wo_id,vin,opened,odometer,complaint,dtc_code,procedure_id,comeback
WO-006350,KES15T20190496,2024-01-04,96539,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006351,KES15T20190415,2025-08-03,127888,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006352,KES15T20190454,2024-03-21,75526,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006353,KES15T20220440,2023-04-25,123388,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006354,KES15T20230497,2024-10-09,44982,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006355,KES15T20200499,2023-02-03,128683,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006356,KES15T20190462,2023-12-15,136483,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006357,KES15T20200431,2023-06-25,95693,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006358,KES15T20210483,2024-08-06,72250,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006359,KES15T20190462,2024-08-25,84055,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006360,KES15T20210463,2025-08-19,91970,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006361,KES15T20220442,2024-07-20,72387,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006362,KES15T20220465,2024-07-01,122597,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006363,KES15T20210441,2023-09-15,139640,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006364,KES15T20190466,2024-04-01,130750,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006365,KES15T20210483,2024-04-03,135447,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006366,KES15T20200499,2024-11-04,132340,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006367,KES15T20200481,2025-06-21,102730,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006368,KES15T20190459,2025-06-13,34555,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006369,KES15T20230445,2023-05-16,43840,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006370,KES15T20210478,2023-10-01,44368,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006371,KES15T20190415,2025-11-02,65849,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006372,KES15T20190417,2025-04-09,110246,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006373,KES15T20220409,2023-11-12,84173,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006374,KES15T20220469,2023-10-19,46742,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006375,KES15T20190432,2023-09-20,90554,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006376,KES15T20230428,2023-02-25,117796,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006377,KES15T20190415,2024-06-18,114415,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006378,KES15T20190457,2023-09-05,45980,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006379,KES15T20220421,2025-12-20,62453,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006380,KES15T20210427,2023-05-12,73513,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006381,KES15T20200405,2025-12-07,60482,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006382,KES15T20230446,2025-11-10,120942,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006383,KES20H20210532,2024-09-16,104994,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006384,KES20H20230593,2023-05-06,55615,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006385,KES20H20190520,2025-02-06,118673,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006386,KES20H20210544,2024-01-06,29472,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006387,KES20H20200536,2024-02-20,43593,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006388,KES20H20190568,2024-02-19,116785,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006389,KES20H20200577,2024-03-21,77277,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006390,KES20H20230543,2025-06-22,21421,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006391,KES20H20210556,2025-02-02,58989,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006392,KES20H20220527,2023-08-21,93187,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006393,KES20H20200536,2025-01-15,129119,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006394,KES20H20200536,2023-04-24,21409,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006395,KES20H20210522,2023-10-21,45851,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006396,KES20H20220516,2023-12-24,129472,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006397,KES20H20200582,2025-03-03,104909,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006398,KES20H20200558,2024-07-16,94438,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006399,KES20H20200545,2025-03-11,71471,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006400,KES20H20220579,2024-01-27,79942,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006401,KES20H20200559,2023-02-01,23441,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006402,KES20H20230507,2025-06-21,115307,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006403,KES20H20230595,2025-05-01,31328,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006404,KES20H20200536,2023-05-27,35057,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006405,KES20H20220566,2025-04-15,99036,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006406,KES20H20230530,2025-08-20,44753,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006407,KES20H20200531,2024-05-01,127543,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006408,KES20H20220523,2023-09-20,22178,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006409,KES20H20200512,2024-09-09,36892,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006410,KES20H20210547,2025-03-18,111051,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006411,KES20H20190564,2023-12-20,134802,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006412,KES20H20230587,2024-11-17,54912,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006413,KES20H20210563,2025-02-19,23463,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006414,KES20H20200545,2024-12-01,50172,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006415,KES20H20190526,2025-01-15,110242,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006416,KES20H20210537,2025-05-04,115634,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006417,KES20H20210552,2024-07-21,109181,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006418,SUM50V20201072,2025-02-01,125861,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006419,SUM50V20211080,2023-09-15,137574,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006420,SUM50V20231021,2023-03-16,42870,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006421,SUM50V20201076,2024-11-24,79303,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006422,SUM50V20221093,2023-10-11,69054,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006423,SUM50V20211068,2023-04-11,34755,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006424,SUM50V20211066,2023-11-02,91795,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006425,SUM50V20221095,2024-04-11,37528,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006426,SUM50V20231086,2023-07-09,75805,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006427,SUM50V20201053,2023-11-03,92221,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006428,SUM50V20191047,2024-06-21,101433,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006429,SUM50V20191036,2023-10-28,86552,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006430,SUM50V20201055,2025-03-13,105891,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006431,SUM50V20221037,2025-07-12,33093,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006432,SUM50V20211001,2025-10-07,98238,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006433,SUM50V20201059,2024-09-11,78749,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006434,SUM50V20231060,2024-10-12,128283,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006435,SUM50V20211023,2025-10-04,60304,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006436,SUM50V20231046,2023-02-07,89977,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006437,SUM50V20191081,2023-07-23,137265,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006438,SUM50V20191090,2024-01-13,87962,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006439,SUM50V20191018,2024-09-16,74765,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006440,SUM50V20221013,2024-09-14,136549,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006441,SUM50V20211023,2025-01-18,139649,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006442,SUM50V20221093,2025-10-17,66162,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006443,SUM50V20201059,2024-10-21,21544,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006444,SUM50V20211077,2025-12-15,124604,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006445,SUM50V20201099,2024-01-28,106803,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006446,SUM50V20221052,2023-04-01,78862,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006447,SUM62V20201105,2023-12-03,96216,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006448,SUM62V20221172,2025-04-20,133466,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006449,SUM62V20211189,2023-04-13,82954,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006450,SUM62V20221151,2025-01-25,48893,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006451,SUM62V20191129,2024-09-10,130946,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006452,SUM62V20231188,2024-02-11,73798,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006453,SUM62V20201128,2024-06-25,36092,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006454,SUM62V20231127,2023-05-12,69506,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006455,SUM62V20201137,2024-09-05,95720,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006456,SUM62V20221175,2024-09-04,99908,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006457,SUM62V20201180,2025-07-16,89845,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006458,SUM62V20191181,2024-08-14,113726,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006459,SUM62V20191173,2024-03-18,71184,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006460,SUM62V20221172,2024-04-05,84498,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006461,SUM62V20201192,2025-11-25,49729,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006462,SUM62V20221131,2025-01-09,110129,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006463,SUM62V20221175,2024-12-25,90572,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006464,SUM62V20231183,2024-12-09,96620,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006465,SUM62V20211125,2023-07-26,85280,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006466,SUM62V20201180,2025-02-23,50983,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006467,SUM62V20201128,2024-03-01,93734,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006468,SUM62V20211177,2024-06-19,23345,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006469,SUM62V20211193,2025-11-08,113930,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006470,SUM62V20211135,2024-09-11,47958,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006471,SUM62V20231190,2025-03-16,87838,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006472,SUM62V20211155,2025-07-23,77969,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006473,SUM62V20231104,2024-12-25,119493,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006474,SUM62V20211164,2024-01-26,123191,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006475,SUM62V20231108,2025-05-14,80461,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006476,SUM62V20231159,2023-11-05,116167,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006477,SUM62V20231140,2023-07-03,124178,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006478,SUM62V20211125,2023-06-02,73837,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006479,SUM62V20231127,2023-03-10,106730,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006480,SUM62V20211117,2023-11-08,75735,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006481,FAL20T20200066,2023-09-27,114279,Left front wheel speed sensor circuit,C0035,PROC-WSS,true
WO-006482,FAL20T20210073,2025-10-12,69219,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006483,FAL20T20230028,2025-11-13,123984,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006484,FAL20T20200065,2023-03-02,67773,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006485,FAL20T20230071,2024-10-14,44080,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006486,FAL20T20220084,2024-12-24,45085,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006487,FAL20T20220015,2025-09-14,131562,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006488,FAL20T20210048,2024-12-28,90125,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006489,FAL20T20230005,2023-01-18,52191,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006490,FAL20T20190021,2024-08-06,44420,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006491,FAL20T20200024,2025-03-15,46646,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006492,FAL20T20230057,2024-08-12,138493,Left front wheel speed sensor circuit,C0035,PROC-WSS,true
WO-006493,FAL20T20200031,2023-01-05,75270,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006494,FAL20T20200001,2023-04-03,82553,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006495,FAL20T20230093,2024-05-28,66398,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006496,FAL20T20210070,2025-10-26,25802,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006497,FAL20T20190003,2023-06-02,37552,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006498,FAL20T20190006,2025-05-04,66406,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006499,FAL20T20190003,2023-04-17,32698,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006500,FAL20T20220036,2025-01-18,108589,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006501,FAL20T20210073,2025-10-12,97595,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006502,FAL20T20190044,2025-04-07,25117,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006503,FAL20T20200065,2023-02-16,104278,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006504,FAL20T20190003,2024-05-15,54443,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006505,FAL20T20230076,2025-02-07,65299,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006506,FAL20T20230076,2025-10-13,48963,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006507,FAL20T20190097,2025-08-28,89544,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006508,FAL20T20190026,2023-01-15,104272,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006509,FAL1620200194,2023-03-19,88361,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006510,FAL1620220167,2023-03-16,74246,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006511,FAL1620230104,2025-12-07,27597,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006512,FAL1620220175,2023-03-20,136558,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006513,FAL1620190180,2024-06-21,59953,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006514,FAL1620220127,2024-12-12,39161,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006515,FAL1620230183,2025-11-21,96299,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006516,FAL1620230192,2024-03-11,68727,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006517,FAL1620220100,2025-08-15,49761,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006518,FAL1620200191,2023-08-06,104598,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006519,FAL1620190177,2024-01-16,35978,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006520,FAL1620190124,2024-08-24,102714,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006521,FAL1620210195,2023-07-03,105218,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006522,FAL1620200184,2023-02-01,108054,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006523,FAL1620220107,2024-09-12,32373,Left front wheel speed sensor circuit,C0035,PROC-WSS,true
WO-006524,FAL1620200140,2023-10-13,119935,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006525,FAL1620210108,2023-12-11,39186,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006526,FAL1620230113,2023-10-01,99891,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
WO-006527,FAL1620210154,2024-05-04,50827,Left front wheel speed sensor circuit,C0035,PROC-WSS,false
